* Measurement data measured by REW V5.31.3
* Source: Microphone (Realtek High Definition Audio), no input selected, R, volume: no control
* Format: 64k Log Swept Sine, 4 sweeps at 12.0- dBFS with no timing reference
* Dated: 26/03/2025 09:34:59 ã
* REW Settings:
*  C-weighting compensation: Off
*  Target level: -8.0 dB
* Note: 
* Measurement: L1
* Smoothing: Psychoacoustic
* Frequency Step: 96 ppo
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
127.881473 77.948 -178.1232
128.808154 77.950 -178.4445
129.741551 77.953 -178.7662
130.681712 77.957 -179.0885
131.628686 77.961 -179.4116
132.582521 77.964 -179.7358
133.543269 77.968 179.9389
134.510979 77.973 179.6121
135.485701 77.977 179.2838
136.467486 77.982 178.9536
137.456386 77.986 178.6216
138.452451 77.991 178.2875
139.455735 77.996 177.9513
140.466288 78.000 177.6128
141.484165 78.005 177.2720
142.509418 78.010 176.9288
143.542100 78.015 176.5831
144.582265 78.020 176.2349
145.629968 78.025 175.8840
146.685262 78.030 175.5305
147.748204 78.035 175.1743
148.818849 78.040 174.8152
149.897251 78.045 174.4534
150.983469 78.050 174.0886
152.077557 78.054 173.7208
153.179574 78.059 173.3501
154.289576 78.063 172.9764
155.407622 78.067 172.5998
156.533770 78.071 172.2201
157.668078 78.075 171.8375
158.810606 78.078 171.4518
159.961413 78.081 171.0632
161.120559 78.084 170.6717
162.288105 78.087 170.2772
163.464112 78.089 169.8797
164.648640 78.091 169.4794
165.841752 78.092 169.0761
167.043510 78.094 168.6700
168.253976 78.094 168.2611
169.473213 78.095 167.8494
170.701286 78.095 167.4349
171.938258 78.094 167.0178
173.184194 78.093 166.5981
174.439158 78.092 166.1759
175.703216 78.090 165.7511
176.976434 78.088 165.3239
178.258878 78.086 164.8943
179.550615 78.083 164.4624
180.851713 78.080 164.0282
182.162239 78.076 163.5917
183.482262 78.072 163.1530
184.811850 78.068 162.7122
186.151073 78.064 162.2691
187.500000 78.059 161.8238
188.858702 78.053 161.3764
190.227250 78.048 160.9269
191.605715 78.042 160.4753
